sentence,spoiler,page,trope
"Darien's eyes turn beyond-bloodshot  red  when he's on the edge of losing control, and turn silver when he's completely insane.",False,TheInvisibleMan,UhOhEyes
"Yes, you read that right: they cast one of the most prominent Southern comedians in a sitcom, complain that he's too Southern and therefore try to make the show un-Southern to compensate.",False,TheJeffFoxworthyShow,SitCom
The show explored this in a series of commercials between seasons.,False,TheJeffFoxworthyShow,ReTool
"The first half of most of the hours was  'Muppetelevision' , with the second half a half-hour special showcasing what else Henson could do with puppetry (and one Muppet special,  Miss Piggy's Hollywood ).",False,TheJimHensonHour,JimHenson
"One character named Clifford would go on to appear in other Muppet productions, such as hosting  Muppets Tonight  and appearing in  Muppets from Space .",False,TheJimHensonHour,JimHenson
"Gonzo and Leon try this, but it's less hostile than usual as Kermit relishes the opportunity for a break.",False,TheJimHensonHour,HostileShowTakeOver
"This made sense, as the idea was that Kermit the Frog assembled the show by tuning into every television feed in the universe and picking the best stuff.",False,TheJimHensonHour,OminousMultipleScreens
"An episode featured the characters receiving footage of an alien TV show starring the  Teppums , including Timrek the Gorf and Oznog.",False,TheJimHensonHour,SimilarSquad
""" cards on the podium with each game this category was in play.",False,TheJokersWild,MysteryBox
"Each category corresponded to one of five celebrity panelists, who read the questions themselves; question values were worth from 1-3 points depending on the spin, the players answered 1-3 questions depending on the spin, and the contestants played to 13 points.",False,TheJokersWild,Pilot
"The CBS version used Jean-Jacques Perrey and Gershon Kingsley's "" The Savers "", a rare example of a  Real Song Theme Tune  being used on a game show.",False,TheJokersWild,ReplacedTheThemeTune
"John Maher was brutally stabbed, hacked and slashed to death with over twenty wounds, all using one sword.",False,TheJury,BodyHorror
""" (Hang Ah's actress, Ha Ji-won, played Hwang Jin-yi in the  popular drama .",False,TheKing2Hearts,ActorAllusion
Let me be your shield.,False,TheKing2Hearts,ReasonableAuthorityFigure
Jae Ha [North Koreans] are the enemy!,False,TheKing2Hearts,CallingTheOldManOut
Not surprising considering his actor Jo Jung Suk used to sing in musicals.,False,TheKing2Hearts,TheCastShowoff
Bong Goo's  English name  is  John Mayer .,False,TheKing2Hearts,CharacterNameAlias
is what prompts Jae Ha to cross the DMZ into North Korea for Hang Ah.,True,TheKing2Hearts,ConvenientMiscarriage
"Despite her badassery, Hang Ah is first and foremost Kim Nam Il's (only) daughter.",False,TheKing2Hearts,DaddysGirl
"Think about how lonely she must feel, all by herself.",False,TheKing2Hearts,ObnoxiousInLaws
"Just then,  Jae Kang calls to check up on her .",False,TheKing2Hearts,PhoneyCall
"Ironically, the royal family is seen as mere figureheads for all their effort.",False,TheKing2Hearts,RoyalsWhoActuallyDoSomething
"During WOC training, Kang Seok gets ""addicted"" to SNSD.",False,TheKing2Hearts,SeriousBusiness
Jae Ha Are you crazy?,False,TheKing2Hearts,SeriousBusiness
":  Hang Ah does this when she's first told she's not eligible to be South Korean princess, and then later when Jae Ha goes to North Korea to bring her back.",False,TheKing2Hearts,TryingNotToCry
Jae Ha also does this when   Jae Kang dies .,True,TheKing2Hearts,TryingNotToCry
Doug tries to confront his neighbor only to find he left town and he's never heard from again.,False,TheKingOfQueens,CBS
Also one ep had Carrie teach a girlfriend of Spence to be  verbally abusive to   Spence.,False,TheKingOfQueens,AbuseIsOkayWhenItIsFemaleOnMale
And good friends with  Adam West .,False,TheKingOfQueens,AsHimself
"Also Sara, see The Poochie, below.",False,TheKingOfQueens,BrotherChuck
"At the end of the episode, Arthur wakes Doug up in the middle of the night claiming he looked up ironic in the dictionary, and admits he was wronghe thought ""ironic"" meant ""made entirely of iron"".",False,TheKingOfQueens,DudeNotIronic
Arthur... that is all.,False,TheKingOfQueens,TheLoad
( They were divorced by the next episode.,True,TheKingOfQueens,MistakenForGay
"After her character   or rather, her character's doppelganger  was killed off, she returned to the show for the rest of its' run.",True,TheKingOfQueens,PutOnABus
"After  Michael's re-appearance , Yasim mentions that she ""found body parts"" while going through the wreckage of the car.",True,TheLastEnemy,NeverFoundTheBody
"Obviously, they  weren't his .",True,TheLastEnemy,NeverFoundTheBody
Large enough to escape through in   Escape .,True,TheLegendOfDickAndDom,AbsurdlySpaciousSewer
"   The Beastmaster  is a mysterious entity behind many of their setbacks in season two, and revealed as the antagonist for season three.",True,TheLegendOfDickAndDom,BigBad
Has a different wig each week.,True,TheLegendOfDickAndDom,BigBad
" : In Mists of Time, the group are transported to a terrifying and mysterious place   very much like modern-day England, except that this seems to be an alternate dimension where they pronouce Slough to rhyme with cuff rather than cow .",True,TheLegendOfDickAndDom,Elseworld
"The song doesn't work on women, though .",True,TheLegendOfDickAndDom,EnthrallingSiren
" All of them , complete with  goatees , even Lutin's; go round causing trouble that the real ones are blamed for in the episode Dick's Brain.",False,TheLegendOfDickAndDom,EvilTwin
Man driven crazy by the horrors of the Hairwolf.,False,TheLegendOfDickAndDom,GoMadFromTheRevelation
They need to find a secret hidden in   The Beastmaster 's brain.,True,TheLegendOfDickAndDom,JourneyToTheCentreOfTheMind
"It's a very odd place, with penguin security guards and giant red teddy-bears of wrath.",True,TheLegendOfDickAndDom,JourneyToTheCentreOfTheMind
"Pretty much all the officials they meet, from traffic wardens to anthropomorphic personifications inside    The Beastmaster 's mind.",True,TheLegendOfDickAndDom,ObstructiveBureaucrat
  A couple of helpful monks who secretly work for the  Big Bad  in Cabbage Ball Secrets.,True,TheLegendOfDickAndDom,SecretCircleOfSecrets
"   The Beastmaster  has power over animals,  so his cunning plan is to   turn everyone into animals , and thus RULE THE WORLD!!",True,TheLegendOfDickAndDom,TakeOverTheWorld
"After   Prince Dom's love interest  turns into a frog,   she  is put into Dom's belt pouch to keep safe, and  never spoken of again .",True,TheLegendOfDickAndDom,WhatHappenedToTheMouse
"Why, it's almost as if  the writers forgot all about   her .",True,TheLegendOfDickAndDom,WhatHappenedToTheMouse
Hogwarts  Affectionate Parody  in Back to School.,False,TheLegendOfDickAndDom,WizardingSchool
The potion calls for the brain of   a prince called Dick .,True,TheLegendOfDickAndDom,WhoEvenNeedsABrain
They manage to get hold of one   and the prince is not inconvenienced .,True,TheLegendOfDickAndDom,WhoEvenNeedsABrain
Aerosol Flamethrower  - Frances' daughters improvise one from Dawn's deodorant.,False,TheLibrarians,WorkCom
 - Young Frances who did not deserve  what happened to her.,False,TheLibrarians,BreakTheCutie
" - Ky Lee, whose name is a  Shout Out  to influential Australian gay icon  Kylie Minogue .",False,TheLibrarians,CampGay
 - Frances walking in on Terry is a running joke.,False,TheLibrarians,CaughtWithYourPantsDown
 - Neil thinks he's one of these.,False,TheLibrarians,LoveableRogue
" - Much to Frances dismay, she's surrounded by them: Nadia is a devoutly Muslim woman, Dawn is a paraplegic woman and Ky Lee, who is a  gaysian.",False,TheLibrarians,TwoferTokenMinority
 that ran from 1964 to 1966 on  The BBC .,False,TheLikelyLads,Britcom
"There's one in ""Jericho"" who turns out to be  Hackgirl's father.",True,TheListener,DrivenToSuicide
"Most of the ex-biker gang in ""Reckoning,"" thanks to  the suggestion powers of the girl of the family they murdered.",True,TheListener,DrivenToSuicide
"Oz in the episode ""A Voice in the Dark"" is trying to figure out what's going on with Toby, but doesn't want to bring Toby's name into it   so he tells his Ryder that he has a friend who's been acting strangely, getting distracted on the job, etc.",False,TheListener,IHaveThisFriend
"Ryder at first thinks Oz is talking about himself, but later, when Oz mentions that it's as if his friend can tell what he's thinking, the supervisor jumps to the conclusion that Oz is talking about  him.",False,TheListener,IHaveThisFriend
"Unlike  Ando , Oz starts off both relieved to know he's not crazy and anxious to help Toby out.",False,TheListener,JumpedAtTheCall
" Zig Zagged  in ""Desperate Hours,"" in which Toby and Oz get kidnapped and forced to help a man who was shot.",False,TheListener,WeHaveToGetTheBulletOut
"""Vendetta"" There's a whole family of crazies from Kansas City complete with suitable black costuming and scary Mom.",False,TheMagnificentSeven,CycleOfRevenge
"In order to prevent the slave master from selling 7-year old Nathan away from his family, she allowed the man to repeatedly rape her.",False,TheMagnificentSeven,DrivenToSuicide
Buck ends up being right when the gun falls to pieces just when JD needs it.,False,TheMagnificentSeven,GunTwirling
Nathan Why would we want to use a cheater?,False,TheMagnificentSeven,RecruitingTheCriminal
Backfires when she loses the skirt while tripping in public.,False,TheMagnificentSeven,SheCleansUpNicely
"Maude Standish, or at least she does a good impression.",False,TheMagnificentSeven,SouthernBelle
's top enforcement agent.,False,TheManFromUNCLE,NBC
"Gradually, under the influence of the campy 1966 series  Batman  the series attempted to be an outright spy spoof and wound up ranging into farce, but less-than competent execution resulted in the show's hemorrhaging viewers.",False,TheManFromUNCLE,NBC
A movie project has been in  Development Hell  for close to two decades (at one point  Quentin Tarantino  was interested in the project) but it finally seems to be getting into motion as of early 2012.,False,TheManFromUNCLE,NBC
"Happens fairly often; usually Solo is in  James Bondage  when Kuryakin will swoop in at the nick of time (though the opposite, Solo saving Kuryakin from an almost certain  Death Trap , happens often enough).",False,TheManFromUNCLE,BigDamnHeroes
"However, it turns out that Beldon is a THRUSH double agent, which raises the question to what extent he was truly a  Bunny-Ears Lawyer , and to what extent his apparent competence was a function of his being a THRUSH mole.",True,TheManFromUNCLE,BunnyEarsLawyer
Oregano When we reach the 13th floor.,False,TheManFromUNCLE,ContinuityNod
could afford that.,False,TheManFromUNCLE,ContinuityNod
